Source,Target
Jigna Bhardwaj,Rajesh Kava
Charu Asopa,Sahil Uppal
Biswajit Chakraborty,Koushik Sen
Sanjay Dutt,Saurabh Shukla
Anjali Nair,Maria Yohannan
Anangsha Biswas,Vipin Sharma
Kamlesh Gill,Kanwaljeet Singh
Angira Dhar,Raghuvir Yadav
Huma Qureshi,Manoj Pahwa
Ranvir Shorey,Sadashiv Amrapurkar
Himani Shivpuri,Priya Tendulkar
Adil Hussain,Indu Mohan Das
Allauddin Khan,Gajraj Rao
Chirag Malhotra,Vedabrata Rao
Rasika Dugal,Shefali Shah
Gautami,Tinnu Anand
Aamir Khan,Atul Kulkarni
Naseeruddin Shah,Shah Rukh Khan
Jimmy Shergill,Nazia Davison
Asif Basra,Ragi Jani
Irrfan Khan,Neil Nitin Mukesh
Nikitin Dheer,Shabbir Ahluwalia
Gayathri Arun,Mammootty
Basil Joseph,Sudheesh
Rajesh Sharma,Yogendra Tikku
Anupam Kher,S.M. Zaheer
Manoj Bakshi,Supriya Shukla
Kanwaljeet Singh,Masood Akhtar
Amrita Singh,Gulshan Grover
Gopal Dutt Tiwari,Vinod Sharawat
Baljinder Darapuri,Monica Gill
Manchu Lakshmi,Sanjay Dutt
Abir Chatterjee,Barun Chanda
Manjot Singh,Vishal Sharma
Johny Antony,Rajisha Vijayan
Archana Puran Singh,Neelam
Amitabh Bachchan,Manchu Lakshmi
Gurpreet Guggi,Ragini Khanna
Amruta Subhash,Devika Daftardar
Kottayam Pradeep,Sunil Sukhada
Joju George,Pauly Valsan
Aashif Sheikh,Pooja Batra
Kareena Kapoor,Vivek Oberoi
Nirmal Rishi,Sonam Bajwa
Ananya Khare,Ashutosh Rana
Janani Iyer,Pratap Pothen
Denis Dorokhov,Paula Donner
Fatima Sana Shaikh,Shefali Shah
Nimisha Sajayan,Yama Gilgamesh
Carolyn Bridget Kennedy,Nina Rehill
Deepti Naval,Ritisha Vijayvargya
Nishanti,Rao Ramesh
Priyanka Sarkar,Raima Sen
Parvathy,Siddarth
Manish Devkush,Neet Chowdhary
Arkie Kandola,Nina Rehill
Chetan Pandit,Mohan Agashe
Pradhuman Singh,Ranvir Shorey
Kamini Kaushal,Shah Rukh Khan
Anant Nag,Sampath Raj
Pratap Pothen,Saiju Kurup
Farrah Kader,Katarina Kajkus
Sharat Saxena,Sidharth Malhotra
Abhishek Duhan,Anil Kapoor
Athiya Shetty,Ratna Pathak Shah
Kay Kay Menon,Srishti Jain
Aishan Jawaid Malik,Gavie Chahal
Bomma Sreedhar,Chandini Chowdary
Jacqueline Fernandez,Varun Dhawan
Priyanka Chopra,Rajpal Yadav
Prakash Raj,Siddarth
Kriti Sanon,Rohit Chaudhury
Pavan Malhotra,Waheeda Rehman
Imran Khan,Poorna Jagannathan
Jackie Shroff,John Abraham
Shernaz Patel,Vivek Shaq
Orla Brady,Pippa Bennett-Warner
Aarohi Patel,Aarti Patel
Siddhant Kapoor,Vineet Kumar Singh
Reema Lagoo,Vidyadhar Joshi
Amrita Bagchi,Divya Dutta
Kunal Khemu,Suresh Oberoi
Jimmy Shergill,Pulkit Samrat
Guggu Gill,Seema Kaushal
Richa Chadda,Saurabh Shukla
Siddarth Jadhav,Smita Jaykar
Amrit Maghera,Anuj Choudhry
Naveen Kumar,Srinivas Avasarala
Indrani Haldar,Prasenjit Chatterjee
Amol Parashar,Kalp Shah
Diljit Dosanjh,Vijay Raaz
Aamir Khan,Dipti Bhatnagar
Mukesh Chhabra,Rishi Kapoor
Brahm Bhardwaj,Vinod Mehra
Aishwarya Rai Bachchan,Amrish Puri
Jhanvi Dwivedi,Ronjini Chakroborty
Charlie Murphy,Pippa Bennett-Warner
Guggu Gill,Lakha Lakhwinder Singh
Karisma Kapoor,Pooja Batra
Rahul Kumar,Shweta Tripathi
Poorna,Suriya
Sanghmitra Hitaishi,Sasho
Jaideep Ahlawat,Shubham Tukaram
Arsh Bajwa,Neeta Mohindra
Javed Jaffrey,Padma Lakshmi
Chandini Chowdary,Raja Goutham
Chitrangada Chakraborty,Vibhawari Deshpande
Naseeruddin Shah,Rajeev Ravindranathan
Devendra Gaikwad,Sandeep Pathak
Dara Singh,Kareena Kapoor
Anil Kapoor,Kunal Khemu
Jeremy Irvine,Toby Kebbell
Abhay Deol,Anish Trivedi
Abhishek Banerjee,Sudhir Pandey
Bindiya Goswami,Dina Pathak
Himani Shivpuri,Subhash Ghai
Aamir Khan,Satyendra Kapoor
Neet Chowdhary,Salman Khan
Sohail Khan,Vishwajeet Pradhan
Gyanendra Tripathi,Shweta Tripathi
Poonam Pandey,Rohit Chaudhury
Anita Kanwar,Naseeruddin Shah
Boman Irani,Rukhsar
Indraneil Sengupta,Saswata Chatterjee
Mithun Chakraborty,Saif Ali Khan
Ileana D'Cruz,Priyanka Chopra
Bhavani Sre,Kalki Koechlin
Omkar Das Manikpuri,Saurabh Shukla
Kainaat Arora,Pradeep Singh Rawat
Govind Namdeo,Om Puri
Dia Mirza,Tusshar Kapoor
Akshay Kumar,Arbaaz Khan
Mahesh Manjrekar,Neil Nitin Mukesh
Rosin Jolly,Sasi Kalinga
Manisha Koirala,Rajendra Gupta
Anupam Bhattacharya,Ashwath Bhatt
Pankaj Tripathi,Vishakha Singh
Hrithik Roshan,Sushmita Sen
Prayaga Martin,Renji Panicker
Atmaram Bhende,Smita Shewale
Alam Khan,Ranjan Raj
Priyanka Bose,Sanjay Mishra
Deepak Gheewala,Radhika Apte
Ayub Khan,Boman Irani
Dharmesh Yelande,Punit Pathak
Arjuna Bhalla,Pavan Malhotra
Remya Nambeesan,Siddarth
Ravish Desai,Sheetal Singh
Bela Bose,Lalita Pawar
Joy Sengupta,Prithvik Pratap
Praveen Tarde,Sanjay Jadhav
Rajit Kapoor,Usha Jadhav
Gautami Kapoor,Reema Shaikh
Dolly Ahluwalia,Rahul Bagga
Nassar,Prabhas
Anna Ben,Tanvi Ram
Fahadh Faasil,Mysskin
Boman Irani,Varun Dhawan
Herry Tangri,Vipin Sharma
Ravi Patel,Swara Bhasker
Bipasha Basu,Rajpal Yadav
Charudatta Bhagwat,Utpal Sawant
Humayun Shams Khan,Rahul Mittra
Atul Kale,Kunal Kapoor
Kumkum Chouhan,Mittal Chouhan
Diljit Dosanjh,Seema Kaushal
Nandu Madhav,Vikrant Massey
Aleksandr Dyachenko,Usha Uthup
Pramod Moutho,Veeru Krishnan
Barkha Singh,Kritika Avasthi
Helen,Uttam Kumar
Jatin Goswami,Manjiri Pupala
Sonu Sood,Vijay Raaz
Rani Mukerji,Saqib Saleem
Durga Khote,Pran
Manav Vij,Pavan Malhotra
Munir Kabani,Ranbir Kapoor
Mukesh Chhabra,Usha Nadkarni
Mehmood,Raveena Tandon
Agha,Paintal
Sanjay Dutt,Suhasini Mulay
Jemaine Clement,Ruby Barnhill
Abdur Rehman,Rakesh Chaturvedi Om
Aftab Shivdasani,Amrita Arora
Sudha Chandran,Tinnu Anand
Hardeep Gill,Tania
Anupam Kher,Manjari Fadnis
Kishore Kumar G.,Soundar
Chitrashi Rawat,Navin Prabhakar
Ashutosh Rana,Madhavan
Apoorva Agnihotri,Smita Jaykar
Dharmesh Yelande,Noorin Sha
Nirmiti Sawant,Seema Deshmukh
Abhay Deol,Arvind Goswami
Jai Bharti,Pavan Malhotra
Samuel Abiola Robinson,Soubin Shahir
Ram Kapoor,Ratna Pathak Shah
Karthik Rathnam,Mumtaz Sorcar
M.K. Raina,Tisca Chopra
Meenakshi Dixit,Rishina Kandhari
Nana Patekar,Revathy
David Oyelowo,David Strathairn
Alan Marriott,Lee Tockar
Divya Dutta,Karan Mehra
Kirti Kulhari,Ravi Gossain
Deepa Sahi,Sadashiv Amrapurkar
Sandeep Kulkarni,Suyog Rajendra Gorhe
Ashutosh Rana,Kulbhushan Kharbanda
Arjun Mathur,Harsh Chhaya
Arunima Ghosh,Tanuja
Ashima Narwal,Sangeeth Shoban
Madhukar Niyogi,Sruthi Hariharan
Alka Amin,Kriti Sanon
Abhimanyu Singh,Nawazuddin Siddiqui
Vijay Raaz,Yashpal Sharma
Saiyami Kher,Tushar Dalvi
Mithun Chakraborty,Sneha Ullal
Bir Sakuja,Rashid Khan
Gaurav Rana,Rasika Dugal
Koushik Sen,Parambrata Chattopadhyay
Kunal Vijaykar,Taher Shabbir
Chhaya Kadam,Manoj Bajpayee
Manoj Joshi,Sardar Sohi
Mahie Gill,Zakir Hussain
Dhritiman Chatterjee,Piyush Mishra
Gagandeep Singh,Pavan Malhotra
Bruna Abdullah,Kavin Dave
Maria Yohannan,Sudhi Koppa
Shweta Mehendale,Tanvi Azmi
Dilip Joshi,Shah Rukh Khan
Revathi Pillai,Urvi Singh
Chunky Pandey,Rajesh Khattar
Kabir Bedi,Pooja Hegde
Farhan Akhtar,Sanjay Kapoor
Ajay Devgn,Om Puri
Jemaine Clement,Mark Rylance
Brian Drummond,Jennifer Cameron
Darshan Jariwala,Lillete Dubey
Nishant Dahiya,Tigmanshu Dhulia
Indrans,Malavikka
Nassar Abdulla,Rajendra Gupta
Kalpana Iyer,Kim
Ishita Dutta,Prathamesh Parab
Niveditha Prakasam,Prashasti Singh
Aftab Shivdasani,Isha Koppikar
Denzil Smith,Om Puri
Himani Shivpuri,Reema Lagoo
Parvathy,Prakash Raj
Naseeruddin Shah,Salman Shahid
Govinda,Razak Khan
Rasika Joshi,Shiney Ahuja
M. Rajan,Sajjan
Karisma Kapoor,Tiku Talsania
Nakul Bhalla,Rasika Dugal
Keshto Mukherjee,Om Prakash
Jagapathi Babu,Sangeeth Shoban
Parul Gulati,Srishti Shrivastava
Razak Khan,Sonu Sood
Lisa Ray,Rahul Ram
Amrish Puri,Tom Alter
Katrina Kaif,Salman Khan
Shriya Saran,Sunil Shetty
Deepak Shirke,Yashpal Sharma
Gyanendra Tripathi,Shivani Raghuvanshi
Sobhita Dhulipala,Vijay Varma
Abhay Kulkarni,Anant Mahadevan
Raghuvir Yadav,Raina Bassnet
Basil Joseph,Pauly Valsan
Ashwin Mushran,Rajit Kapoor
Anand Balraj,Padmavati Rao
Sagarika Ghatge,Satish Rajwade
Amir Bashir,Kabir Sajid
Grady McGahan,Parzan Dastur
Sharmila Tagore,Ziyah Vastani
Rajat Kapoor,Usha Uthup
Jaswinder Bhalla,Samiksha Singh
Armaan Ralhan,Fatima Sana Shaikh
Adesh Bhardwaj,Joy Fernandes
Ameesha Patel,Rajesh Khattar
Anson Paul,Sathyaraj
Swandand Raikar,Umesh Jagtap
John Abraham,Prakash Belawadi
Ashima Narwal,Jagapathi Babu
Prasad Labhe,Talib Mehdi
Govinda,Mohnish Bahl
Katie Leung,Pierce Brosnan
Mona Ambegaonkar,Ravi Patel
Amrita Rao,Mukesh Tiwari
Anoop Menon,Narein
Ayesha Jhulka,Mukesh Rishi
Helen,Tinnu Anand
Aishwarya Rai Bachchan,Akshaye Khanna
Kirti Kulhari,Raashul Tandon
Aaryan Menon,Samyuktha Menon
Jemaine Clement,Paul Moniz de Sa
Niraj Sah,Tanvi Vyas
Ajay Devgn,Randeep Hooda
Kabir Bedi,Sonakshi Sinha
Aadya Bedi,Monica Dogra
Kirti Kulhari,Viineet Kumar
Atharva,Gautham Vasudev Menon
Arvind Goswami,Tillotama Shome
Rahul Singh,Tannishtha Chatterjee
Kamal Hassan,Silk Smitha
Priyanka Chopra,Raj Babbar
Kulbhushan Kharbanda,Shernaz Patel
Manoj Biddvai,Reema Lagoo
Riya Kothari,Shiva Dawar
Denzil Smith,Randeep Hooda
Reema Lagoo,Sushma Seth
Harshvardhan Rane,Vikrant Massey
Binny Rinky Benjamin,Vineeth Vishwam
Anushka Manchanda,Arjun Mathur
Asrani,Vijay Raaz
Mausam,Rajesh Kava
Nitish Pandey,Tara Sharma
Chiranjit,Paran Banerjee
Manish Khanna,Yashpal Sharma
Swara Bhaskar,Usha Uthup
Gita Siddharth,Om Shivpuri
Kabir Sajid,Zakir Hussain
Anamaya Verma,Sonal Kaushal
Rajeshwari Kharat,Sanjay Chaudhri
Raashul Tandon,Tapsee Pannu
Madhuri Dixit,Milind Pathak
Abhishek Bachchan,Daisy Irani
Sumeet Nijhawan,Zakir Hussain
Aamir Khan,Omi Vaidya
Dharmendra,Manoj Pahwa
Bhupesh Pandya,Shruti Sharma
Anjan Srivastav,Deepak Tijori
Anand Ingale,Aniket Vishwasrao
Hemant Dhome,Siddharth Menon
Atul Kulkarni,Soha Ali Khan
Manchu Lakshmi,Satya Dev
Amin Hajee,Divya Dutta
Nayan Shukla,Neena Gupta
Kiron Kher,Soha Ali Khan
Priya Bapat,Siddarth Jadhav
Alok Chaturvedi,Sudhir Chowdhary
Gajraj Rao,Mouni Roy
Naveen Kumar,Shruthi Haasan
Shailesh Dattar,Ulka Gupta
Pawan Chopra,Saif Ali Khan
Moin Khan,Pallas Prajapati
Anupam Kher,Krutika Bolaki
Ashok Pathak,Mohan Kapoor
Manchu Lakshmi,Uko
Ashish Verma,Harshvardhan Rane
Minissha Lamba,Subrat Dutta
Prithvik Pratap,Sameer Paranjape
Aishwarya Rai Bachchan,Rannvijay Singh
Esha Deol,Vineet Sharma
Gul Panag,Gunjan Bakshi
Abhishek Bachchan,Rani Mukerji
Guggu Gill,Harby Sangha
Madhukar Niyogi,Shraddha Srinath
Emraan Hashmi,Sharad Kelkar
Avtar Gill,Kaurwakee Vashistha
Kanchan Mullick,Priyanka Sarkar
Rajesh Khera,Soha Ali Khan
Meenakshi Sethi,Rajeev Khandelwal
Amit Deondi,Jasleen Singh
Alex Arsenault,Jesse Moss
Kangana Ranaut,Sanjay Dutt
Aakash Dabhade,Isha Talwar
Vishal Malhotra,Vivek Oberoi
Lisa Ray,Sachiin Joshi
Kriti Malhotra,Monica Dogra
Paul Moniz de Sa,Rafe Spall
Neil Bhoopalam,Shiv Pandit
Abir Goswami,Surveen Chawla
Kishore,Revathy
Kiara Advani,Neha Dhupia
Dia Mirza,Sanjay Dutt
Ajit Vachani,Alok Nath
Anupama Parameswaran,Jacob Gregory
Namit Das,Vidya Balan
Rajit Kapoor,Shilpa Mehta
Aakash Dabhade,Mohammed Zeeshan Ayyub
Shah Rukh Khan,Sushmita Sen
Parvin Dabas,Tannishtha Chatterjee
Sharat Saxena,Supriya Pathak
Devika Daftardar,Rajesh More
Deepak Qazir,Pavan Malhotra
Imran Khan,Sarfaraz Khan
Naseeruddin Shah,Ratnabali Bhattacharjee
Manoj Raghubir Sharma,Naseeruddin Shah
Akhilendra Mishra,Rajendranath Zutshi
Anupam Kher,Manoj Joshi
Kainaz Motivala,Sandhya Mridul
Jass Bajwa,Karamjit Anmol
Abir Chatterjee,Raima Sen
P. Jairaj,Saira Banu
Khalid Tyabji,Padmavati Rao
Akbar Khan,Ranjeet
Siddharth Menon,Sonalee Kulkarni
Rajendra Gupta,Vaidya Advai
Alok Nath,Neelam
Alka Chawla,Taranjit Kaur
Gautami,Himani Shivpuri
Esakki Barath,Krisha Kurup
Rajat Kapoor,Tabu
Sunil Shetty,Tanvir Singh
Rahul Amin,Ramdas
Randeep Hooda,Vikram Gokhale
Katie Leung,Simon Kunz
Mangala Ahire,Rajat Kaul
Ritika Singh,Vennela Kishore
Ashok Selvan,Prasanna
Harby Sangha,Jarnail Singh
Brijendra Kala,Irrfan Khan
Mahima Nambiar,Ranjith
Karim Hajee,Makrand Deshpande
Balachandran Chullikadu,Meghanathan
Javed Sheikh,Om Puri
Aman Attar,Girish Kulkarni
Mohit Raina,Zayn Marie Khan
Amitabh Bachchan,Johnny Lever
Priyanka Chopra,Sunil Thapa
Neil Bhoopalam,Rajit Kapoor
Rachel Saanchita Gupta,Swati Das
Annadurai Kannadasan,Nassar
Anupam Kher,Siddhant Karnick
Paresh Rawal,Sonam Kapoor
Hemanth,Jay
Dhanesh Anand,Sajin Cherukayil
Pulkit Samrat,Rajendra Sethi
Abhishek Duhan,Regina Cassandra
Damian Alexander D'Souza,Moin Khan
Ganesh Yadav,Priya Bapat
Sohail Shaikh,Suraj Pawar
Gaurav Chanana,Javed Sheikh
Karthik Rathnam,Kesava Karri
Aruna Irani,Paresh Rawal
Alencier Ley Lopez,Nandu
Padmavati Rao,Tigmanshu Dhulia
Arjun Rampal,Om Puri
Prabhas,Tamannaah Bhatia
Shashi Kapoor,Smita Patil
Nawab Shah,Soni Razdan
Aakash Pandey,Smiley Suri
Namit Das,Sanjay Mishra
Parveen Choudhary,Sunder
Sameer Dharmadhikari,Satish Kaushik
Javed Jaffrey,Rosa Catalano
Sachit Patil,Siddharth Chandekar
John Abraham,Lara Dutta
Girish Karnad,Prateeksha Lonkar
Harpreet Singh,Kareena Kapoor
Sanjay Mone,Sharvari Jamenis
Prasad Labhe,Richa Chadha
Boman Irani,Minissha Lamba
Akbar Khan,Raaj Kumar
Renuka Daftardar,Sachin Mondkar
Heidi Klum,Michael Madsen
Neha Sharma,Ratna Pathak Shah
Gulshan Devaiah,Radhika Apte
Kavin Dave,Neha Sharma
Sanjay Mishra,Vidyut Jamwal
Jimit Trivedi,Sartaaj Kakkar
Jyoti Joshi,Santosh Juvekar
Ashwin Dhar,Farid Azad Khan
Ashwath Bhatt,Sanjay Mishra
Gautam Bhimani,Kunal Kapoor
Aahana Kumra,Danish Pandor
Pooja Sawant,Sandeep Gaikwad
Neet Chowdhary,Rajeev Gaursingh
Kishori Shahane,Sonakshi Sinha
Jay Upadhyay,Nakul Bhalla
Rajesh Sharma,Shantilal Mukherjee
John Cleese,Laurie Holden
Shadab Kamal,Shilpa Shukla
Parmeet Sethi,Vikrant Massey
Chemban Vinod Jose,Vinoth
Ali Fazal,Zarina Wahab
Akash Khurana,Nirmal Pandey
Mukul Dev,Saidah Jules
Aneesha Shah,Shilpa Iyer
Alex Arsenault,Travis Nelson
Mukesh Rishi,Puru Rajkumar
Kulbhushan Kharbanda,Namrata Shirodkar
Adaar Malik,Imran Khan
Neena Cheema,Sunita Dhir
Laara Sadiq,Saara Chaudry
Paresh Rawal,Shahid Kapoor
Alex Arsenault,Katrina Bowden
Agha,K.N. Singh
Kulbhushan Kharbanda,Saeed Jaffrey
Burak Satıbol,Nicole Faria
Rakhee Gulzar,Tina Munim
Danish Hussain,Manish Chaudhary
Amit Sadh,Manav Kaul
Masha Paur,Sitaram Panchal
Neha Awati,Rinkle Chopde
Kriti Sanon,Sanjay Dutt
Anupam Kher,Javed Sheikh
Milind Shinde,Rajesh More
Anand Ingale,Hrishikesh Joshi
B.N. Sharma,Sumeet Sandhu
Bobby Deol,Lovely Singh
Alka Badola Kaushal,Anil Kapoor
Aishwarya Rai Bachchan,Sonu Sood
Jatin Goswami,Jitendra Joshi
Arjun Rampal,Randeep Hooda
Dilip Prabhavalkar,Priya Bapat
Kashmira Shah,Sameer Dharmadhikari
Balkaran Wadding,Manpneet Grewal
Kaizaad Kotwal,Kiron Kher
Paran Banerjee,Sujan Mukherjee
Dakota Goyo,Evangeline Lilly
Paresh Rawal,Priyanka Chopra
Purab Kohli,Siddhant Karnick
Akshay Kumar,Kumud Mishra
Adarsh Gourav,Siddharth
Suhail Nayyar,Taran Bajaj
Mahesh Gupta,Vijay Pande
Danish Hussain,Sobhita Dhulipala
Manoj Pahwa,Sharman Joshi
Sameera Reddy,Sohail Khan
Rasika Dugal,Tahir Raj Bhasin
Archana Puran Singh,Lara Dutta
Saiyami Kher,Sanjay Bhatia
Ajay Devgn,Rajat Kapoor
Akshay Kumar,Jimmy Shergill
Deep Mandian,Jyoti Sharma
Aakshath Das,Nawazuddin Siddiqui
Kay Kay Menon,Naseeruddin Shah
Navneet Nishan,Ranbir Kapoor
Alok Rajwade,Kishore Kadam
Emraan Hashmi,Namit Das
Daisy Irani,Viju Khote
Tarun Bajaj,Varun Mehra
Nedumudi Venu,Prasanna
Mohan Agashe,Shah Rukh Khan
Archana Padmini,Surabhi Lakshmi
Naved Aslam,Randeep Hooda
Aditi Rao Hydari,Katrina Kaif
Mohanlal,Vijay Raaz
Mithun Chakraborty,Simple Kapadia
Joju George,Nobi
Mahesh Thakur,Vivek Shaq
Diljott,Simran Sehajpal
Aradhana Srivastav,Supriya Pathak
Murad,Pran
Divji Handa,Rohan Grover
Julie Tejwani,Sonal Kaushal
Abhishek Bachchan,Helen
Mayur More,Vibhawari Deshpande
Kangana Ranaut,Shraddha Kapoor
Manoj Joshi,Neetu Chandra
Nirmal Rishi,Shubh Ghumman
Arav Chowdharry,Sukhbir Kaur Lamba
Anita Shabdeesh,Sardar Sohi
Ali Mir,Shaan Grover
Hal Holbrook,Joseph Gordon-Levitt
Akshay Kumar,Sanjay Mishra
Ashwini Giri,Rajan Bhise
Sanjay Suri,Seema Biswas
Anirban Bhattacharya,Mir Afsar Ali
Jyoti Joshi,Smita Tambe
Piyush Mishra,Shah Rukh Khan
Mousam,Swapnil
Karamjit Anmol,Priti Sapru
Manchu Lakshmi,Thanmayi
Jacqueline Fernandez,Sachin Khedekar
Rakesh Srivastava,Swati Chitnis
Imtiaz Ali,Pratima Kazmi
Amrutha Karagada,Shashank Purushotham
Vasundhara Kaul,Ved Thappar
Kuldeep Sharma,Praneet Bhatt
Keith Stevenson,Neena Gupta
Anoop Soni,Mohan Agashe
Shruthi Haasan,Srinivas Avasarala
Ram Kapoor,Soniya Mehra
Ashraf Nagoo,Talha Arshad Reshi
Jagan,Sunder Ramu
Gautham Vasudev Menon,Nedumudi Venu
Samaira Rao,Sonam Kapoor
Shah Rukh Khan,Sushma Seth
Sanjay Mishra,Sudhir Pandey
Adah Sharma,Taher Shabbir
Alka Badola Kaushal,Diljit Dosanjh
Rohini Hattangadi,Shweta Kumar
Abhishek H.N.,Channegowda
Ajinkya Bhosale,Vivekanand Walake
Hrithik Roshan,Rani Mukerji
Neha Dhupia,Om Puri
Manish Anand,Tinnu Anand
Himani Shivpuri,Tanaaz Currim Irani
Priyanka Chopra,Robin Das
Abhay Deol,Katrina Kaif
Sunil Grover,Vinod Ramani
Tushar Dalvi,Upendra Limaye
Kiara Advani,Taher Shabbir
Satinder Sartaaj,Shabana Azmi
Joseph Vijay,Samantha Ruth Prabhu
Deep Raj Rana,Sakha Kalyani
Kritika Pande,Upendra Limaye
Chitrashi Rawat,Smita Jaykar
Madan Puri,Om Shivpuri
Jaya Bhaduri,Lily Chakravarty
Anindya Banerjee,Debdut Ghosh
Santosh Juvekar,Vaibhav Mangale
Jayant Gadekar,Prarthana Behere
Indraneil Sengupta,Kyra Dutt
Manjari Fadnis,Riteish Deshmukh
Jagan,Saranya Ponvannan
Ajay Devgn,Dominic Power
Rohit Saraf,Vidya Malavade
Akash Khurana,Baby Gazala
Dhumal,Shammi Kapoor
Chandrachoor Rai,Vivek Gomber
Om Puri,Smita Patil
B.N. Sharma,Samiksha Singh
Sahil Joshi,Suhas Sirsat
Tusshar Kapoor,Vivek Oberoi
Karanvir Malhotra,Ratna Pathak Shah
Mumtaz Sorcar,Rajesh Sharma
Asin,Paresh Rawal
Himani Shivpuri,Pramod Moutho
Genelia D'Souza,Om Puri
Akanksha Puri,Indraneil Sengupta
Anand Abhyankar,Ankush Chaudhari
Anang Desai,Saeed Jaffrey
Jishu Sengupta,Nitin Reddy
Parvathy,Tovino Thomas
Katrina Kaif,Rajpal Yadav
Raghavan,Suhas P
Jitendra Joshi,Savita Bajaj
Mangala Ahire,Rajkummar Rao
Aditi Rao Hydari,Konkona Sen Sharma
Jackie Earle Haley,Jared Harris
Sobhita Dhulipala,Vedika
Iravati Harshe,June Maliah
Bharat Kapoor,Naseeruddin Shah
Shakti Kapoor,Sunil Shetty
Baljinder Darapuri,Harby Sangha
Aliyar,Indrans
Pulkit Samrat,Shivkumar Subramaniam
Talib Mehdi,Vijay Pande
Jimmy Sharma,Sardar Sohi
Chitrangada Singh,Danish Hussain
Prabal Panjabi,Shweta Tripathi
Bhumi Pednekar,Radhika Apte
Ashanth K. Shah,Kumarakom Vasudevan
Gautam Kurup,Poonam Mathur
Plabita Borthakur,Sanghmitra Hitaishi
Ram Kapoor,Yashpal Sharma
Priyanka Chopra,Shah Rukh Khan
Dhritiman Chatterjee,Madhavan
Bharat Dabholkar,Nirmal Pandey
Gagan Arora,Srishti Shrivastava
Aidan Cook,Sucheta Khanna
Alia Bhatt,Sanah Kapur
Dhruv Lohumi,Javed Jaffrey
Dhruv Sehgal,Mithila Palkar
Akash Khurana,Ratna Pathak Shah
Ashwin Mushran,Rajpal Yadav
Makarand Deshpande,Vineet Kumar Singh
Benedict Cumberbatch,Nicolas Bro
Nina Wadia,Tiffany Mulheron
Amritha Aiyer,Malvika Sharma
Jayasurya,Lal
Anjali,Atharva
Arun Shekher,Julie Tejwani
Rajeshwari Sachdev,Vineet Kumar Singh
Abigail Jain,Reena Aggarwal
Delhi Ganesh,Poorna
John Vijay,Vasu Vikram
Aru Krishansh Verma,Revathy
Pratik Dixit,Priya Malik
Jhansi,Samyuktha Hornad
Aakash Dahiya,Ali Fazal
Dalip Tahil,Twinkle Khanna
Aneeta,Yograj Singh
Celina Jaitly,Lara Dutta
Mish Boyko,Yogendra Tikku
Kay Kay Menon,Mumait Khan
Nayani Dixit,Ritwick Chakraborty
Mehul Buch,Tirth Sharma
Arkie Kandola,Harjap Singh Bhangal
Baba Brahmbhatt,Shah Rukh Khan
Deep Raj Rana,Kajal Aggarwal
Mohnish Bahl,Vidya Malvade
Divya Unny,Upendra Limaye
Guru Singh,Pankaj Tripathi
Kushal Badrike,Sandeep Khare
Akshaye Khanna,Rajiv Lakshman
Anish Trivedi,Darshan Jariwala
Ashwani Kumar,Jitendra Kumar
Akshat Verma,Dana Lewis
Karamjit Anmol,Smeep Kang
Jayant Gadekar,Usha Nadkarni
Beena,Navin Nischol
Chemban Vinod Jose,Gautham Menon
Deven Verma,Padma Rani
Meenakshi Sheshadri,Raj Babbar
Abeer Abrar,Ila Arun
Paresh Ganatra,Vijay Raaz
Dulquer Salmaan,Siddique
Adil Hussain,Chinmay Kambli
Banita Lagun,Saran Rai
Anushka Shetty,Lakshmi Rai
D. Santosh,Rajesh Sharma
Sanjay Dutt,Sushmita Mukherjee
Himani Shivpuri,Smita Jaykar
Johny Lever,Ram Kapoor
Amit Kumar Tiwari,Gurdip Kohli
Amrita Bagchi,Neena Gupta
Anand Ingale,Sandeep Pathak
Ajay Devgn,Arshad Warsi
Rajesh Khera,Sanjay Narvekar
Prem Chopra,Rolan Bykov
Dimple Kapadia,Vinod Khanna
Elena Kazan,Sonia Bindra
Rajvir Boparai,Seema Kaushal
Ambrish Saxena,Vinayak Gupta
Nassar,Rajnikanth
Mumait Khan,Salman Khan
Darshan Machamada,Prashantt Guptha
Chetan Hansraj,Sonali Bendre
Harby Sangha,Prabh Grewal
Aldan Shaikh,Muskaan
Arshima Thapar,Tarun Mehta
Jatin Goswami,Viineet Kumar
Karim Hajee,Shakeel Khan
Sumit Kaul,Vikas Kumar
Dharmendra,Yakub Akhmedov
Ashwini Kalsekar,Manav Vij
Arjun Kapoor,Rakul Preet Singh
Akashdeep Sabir,Arjun Kapoor
Sajith Nampiyar,Shaji John
Ila Arun,Minissha Lamba
Anang Desai,Anupam Kher
Arpit Chaudhary,Yamini Singh
Rajat Barmecha,Ron Smoorenburg
Anupam Kher,Varun Dhawan
Sakshi Tanwar,Sanya Malhotra
Chitrangada Singh,Radhika Apte
Manav Vij,Mandy Takhar
Sachin Khedekar,Suchitra Bandekar
Ram Kapoor,Vivan Bhatena
Bhagath Baby Manuel,Joju George
Eesha Rebba,Naveen Kumar
Amir Raza Hussain,Fawad Khan
Abishek K.S.,Anand Sami
Nidhi Mahavan,Nishat Mallick
Radhika Apte,Ravi Kishan
Neha Bam,Nil Mani
Kay Kay Menon,Shenaz Treasury
Revathy,Saif Ali Khan
Manav Kaul,Sushma Bakshi
