Source,Target
Nikola Stojanovic,Toni Gomila
Carlos Alcántara,Sara Sálamo
Federico D'Elía,Imanol Arias
Carlo Costanzia,Javier Mora
Miguel Herrán,Mina El Hammani
Carme Elias,Ignacio Mateos
Belén Rueda,Chino Darín
Carolina Noriega,Max Marieges
Alberto López,Berto Romero
Anna Ycobalzeta,Carlos Cuevas
Isabel Garrido,Roque Ruíz
Claire Forlani,Titus Welliver
Alfonso Agra,Xosé Antonio Touriñán
Laura Linney,Melissa McCarthy
Paloma Saavedra,Sara Sanz
Andrés Iniesta,Johan Cruyff
Aitana Sánchez-Gijón,Ana López
Dagoberto Gama,Juan Carlos Solarte
Andrés Herrera,José Coronado
Chiqui Fernández,Ivana Baquero
Font García,Manolo Solo
Lorea Ibarra,Yune Nogueiras
María Pedraza,Pedro Alonso
Ana Santos,Manuel Lourenzo
Luis Bermejo,Ángela Molina
Georgina Amorós,Martina Stoessel
Charlotte Atkinson,Josephine Berry
Bea Segura,Miguel Ángel Solá
Anna Ycobalzeta,Jordi Martínez
Elisa Matilla,José Manuel Seda
Berto Romero,Javier Botet
Alejandro Goic,Luis Gnecco
César Mateo,Verónika Moral
Carmen Santamaría,Godeliv Van den Brandt
Javier Rey,Maxi Iglesias
Alicia Rubio,Joaquín Núñez
Concha Velasco,Ernesto Alterio
James Giblin,Joshua Zamrycki
Juan Diego,Maxi Iglesias
Itziar Castro,Jon Kortajarena
Patrick Criado,Paula Pier
Enrique Bunbury,Joaquín Cardiel
Dani Rovira,Ricardo Pereira
Secun de la Rosa,Víctor Elías
Camila Bossa,Roque Ruíz
Déborah François,María Rodríguez Soto
Igal Naor,Matt Damon
Dominic Boyle,Geraldine Chaplin
Javier Mora,Raudel Raúl Martiato
Eduardo Gómez,Rossy de Palma
Miguel Borines,Édgar Vittorino
Antonio Durán 'Morris',Ben Temple
Mark Stanley,Rochenda Sandall
Daniel Lundh,Verónica Sánchez
Michelle Jenner,Nico Romero
Francesc Orella,Pedro Casablanc
Bárbara Lennie,Roger Casamajor
Carlos Bardem,Marisa Paredes
Félix Gómez,Luis Bermejo
"Carlos Librado ""Nene""",Marta Etura
Andrea Duro,Marta Hazas
Itziar Ituño,Álvaro Morte
Oaklee Pendergast,Sönke Möhring
Pedro Casablanc,Tom Rhys Harries
Maggie Civantos,Manuela Vellés
Daniel Lundh,Nuria Herrero
Bronwen Mantel,Robert Downey Jr.
Anna Ycobalzeta,Pepa López
Abdel Aziz El Mountassir,Yolanda Sey
Javi Coll,Álvaro Cervantes
Max Marieges,Ricardo Quevedo
Carlos Cuevas,Ernesto Alterio
David Venancio Muro,Óscar Hernández
Israel Elejalde,Marta Etura
Fenda Drame,Melina Matthews
Chema Ruiz,Yany Prado
Jorge Bolani,José Pedro Bujaruz
Eduard Fernández,Roger Casamajor
Jorge Suquet,Álvaro Cervantes
Melina Matthews,Olivier Bony
Felicity Jones,James Melville
Mina El Hammani,Álvaro Rico
Paco Rueda,Txema Blasco
David Tennant,Youssef Kerkour
Hugo Balaguer,Inma Cuesta
Claudia Placer,Sandra Escacena
Ana Santos,Inma Cuesta
Bárbara Lennie,Vicky Peña
Fernando Esteso,Jorge Usón
María de Nati,Óscar Zafra
Artur Busquets,Manuel Huedo
Jon Plazaola,Maggie Civantos
Frances Barber,Julian Sands
Eugenio Derbez,Matthew Morrison
Alexandra Jiménez,Carmen Maura
Pep Ambròs,Roger Casamajor
Ana María Ayala,Antonio Durán 'Morris'
Angela Cremonte,Blanca Suárez
José Sacristán,Úrsula Corberó
Clara Segura,Miquel Fernández
Aaron Merke,Krystle Snow
Carolina Clemente,Patxi Santamaría
Bernabé Fernández,Juanjo Artero
Daniel Grao,José María Pou
Juli Fàbregas,Júlia Gibert
Ernesto Alterio,Imanol Arias
Javier Hernández,Mario Casas
Brooklyn Beckham,Ezequiel Cipols
Jennifer Lim,Oliver Steer
María Rodríguez Soto,Raúl Jiménez
Gael García Bernal,Leonardo Sbaraglia
Ana Wagener,Francesc Orella
Greg Kinnear,Igal Naor
Alex Norton,Ralf Little
Aitana Sánchez-Gijón,Imanol Arias
Alicia Borrachero,Miquel Fernández
Guillermo Toledo,Marta Milans
Mahmoud Azim,Santiago Korovsky
Mariona Pagès,Miquel Fernández
Aina Clotet,Álvaro Morte
Andy Nyman,Birgitte Hjort Sørensen
Alfonso Herrera,Emilio Echevarría
Juan Diego,Macarena García
Alejandro Goic,Diego Muñoz
Naomi Watts,Sönke Möhring
Kandido Uranga,Lander Otaola
José Coronado,Xavier Estévez
Jesús Ruyman,Son Khoury
Fanny Maurin,Léa Seydoux
Carolyn Lawrence,Debi Derryberry
María Costas,Xosé Antonio Touriñán
José Manuel Poga,Pedro Mari Sánchez
Craig Stevenson,Reg E. Cathey
Antonio de la Torre,César Troncoso
Carmela Martins,Patrick Criado
Ariadna Gil,Sergi Lopez
Ahmed Boulane,Marta Milans
Alain Hernández,Ramón Esquinas
Marcial Álvarez,Verónika Moral
Christian Bale,Jennifer Jason Leigh
Denis Gómez,Manuel Cortés
Aura Garrido,Mar Saura
Anna Massey,Craig Stevenson
Jason Isaacs,Michael O'Neill
Nacho Fresneda,Sonia Almarcha
Andrew Lua,Rachel Lascar
Mafalda Carbonell,Nacho López
Farah Hamed,Verónika Moral
Nguyen Ngan Ha,Pedro Casablanc
Adolfo Fernández,Ahmed Boulane
José Ángel Egido,Sara Sálamo
Emilio Buale,Mulie Jarju
Khaled Kouka,Son Khoury
James Melville,Jennifer Lim
Alejandro Speitzer,Mariola Fuentes
Cecilia Caballero Jeske,Gonzalo Delgado
Farah Hamed,Son Khoury
Guiomar Puerta,Marina San José
Luis Larrodera,Pere Ponce
Alain Hernández,Txema Blasco
Alberto Jo Lee,Sergio Peris-Mencheta
Félix Gómez,José Sacristán
Leonardo Sbaraglia,Paco Tous
Claudia Placer,Ramón Esquinas
Amy Ryan,Jason Isaacs
Inma Cuesta,Mela Casal
Nuria Herrero,Silvia Alonso
Hopper Penn,Penelope Mitchell
Paco Tous,Pedro Alonso
Juan Blanco,Manu Fullola
Hugo Arbues,Natalia de Molina
Vicky Peña,Álvaro Roig
Mario Casas,Stefan Weinert
Denis Gómez,Paloma Saavedra
Edgar Costas,Patxi Santamaría
Alicia Sánchez,Francesc Orella
Alfonso Sánchez,Estefanía de los Santos
Giulia Charm,Àlex Monner
Anna Maria Barbany,Elisabet Casanovas
Dan Patrick,Rob Brydon
Dolores Heredia,Héctor Illanes
Daniel Grao,Juan Carlos Messier
Aura Garrido,Pablo Hoyos
Ana Wagener,Imanol Arias
José Luis García Pérez,Magüi Mira
Elena Anaya,Máximo Pastor
Craig Stevenson,Robert Long
José Manuel Seda,Raudel Raúl Martiato
Carmen Ruiz,Jose Coronado
Jim Cummings,Patrick Stewart
Eduardo Noriega,Michelle Jenner
Paula Pier,Àlex Monner
Mariana Carballal,Sara Casasnovas
Eve Ponsonby,Taran Killam
Hugo Silva,Marco Cáceres
Emily Blunt,Lydia Rose Taylor
Dady Brieva,Manuel Vicente
Marta Larralde,Pedro Casablanc
Andrea Frigerio,Mahmoud Azim
Alfonso Bassave,Quim Gutiérrez
Joan Pera,Vito Sanz
Andoni Agirregomezkorta,Jordi Sánchez
Carlos Hipólito,Harlys Becerra
Belén Cuesta,Emilio Palacios
Doug Jones,Sergi Lopez
Emilio Echevarría,Frances Barber
Adrián Lastra,Fernando Guallar
María Onetto,Sara Sálamo
Eduard Buch,Emilio Gavira
David Verdaguer,Ricardo Pereira
Diego Muñoz,Marcelo Alonso
Ana Wagener,Álvaro Cervantes
María Costas,Tamar Novas
Bella Thorne,Bobby Moynihan
Blanca Suárez,Nadia de Santiago
Ana Villagrasa,Leonor Watling
Abel Folk,Mercedes Sampietro
Emilio Buale,Teresita Evuy
Daniel Horvath,Danielle Macdonald
Abril Zamora,Alfonso Agra
Candi Milo,Mark DeCarlo
Marta Domingo,Pep Jové
Benn Northover,Marta Etura
Aurélien Recoing,Fanny Maurin
Alma Terzic,Sanin Milavic
Bruno Todeschini,Mikel Iglesias
José Coronado,Pilar Castro
Pau Gasol,Xavi Hernández
Claudia Traisac,Giulia Charm
Adriana Ozores,Eric Nguyen
Andrés Iniesta,Michael Carnick
Aina Clotet,Mima Riera
Alex Brendemühl,Ramón Barea
Cayetana Guillén Cuervo,Natalia Millan
Blanca Suárez,José Sacristán
Ezequiel Cipols,Ralf Little
Carlos Cuevas,Pau Durà
David Venancio Muro,Jorge Kent
Alicia Sánchez,Imanol Arias
Bárbara Lennie,Susi Sánchez
Darko Peric,Esther Acebo
Itzan Escamilla,Sergio Mur
Fele Martínez,Marta Brucart
Nicole Kidman,Zoe Graham
Imanol Arias,Miguel Ángel Solá
Berta Garcia,Mercedes Sampietro
Alfonso Tort,Eduardo Recabarren
Carolina Bang,Pepón Nieto
Alistair McGowan,Matthew Morrison
Concha Velasco,Nico Romero
Clara Lago,Melody
Adriana Paz,Melani Olivares
Joaquín Galletero,Álvaro Cervantes
Carolina Penadés,Tomás Wahrmann
Elena Anaya,Néstor Cantillana
Marc Rodríguez,Rubén Yuste
Alba Ribas,Patricia Vico
Jorge Perugorría,Juana Acosta
Alejandra Onieva,Félix Gómez
Pere Ponce,Rubén de Eguia
Camila Bossa,Leonor Watling
Ali El Aziz,Natalia de Molina
Alberto Jiménez,Carmen Navarro
Javier Cámara,Malena Alterio
Elvira Mínguez,Ricardo Darín
Maite Sandoval,Àlex Monner
Luis Callejo,Ruth Díaz
Pedro Casablanc,Raudel Raúl Martiato
Esperanza Elipe,Mariana Cordero
Eduardo Blanco,Héctor Alterio
Arancha Martí,Sara Sálamo
Alberto López,Dani Rovira
Adrián Lastra,Llorenç González
Luís Zahera,Paula Morado
Adrián Núñez,Luis Tosar
Chino Darín,Javier Gutiérrez
Javier Bardem,Ramón Barea
Angela Cremonte,Ira del Río
Clara Lago,Gracia Olayo
Chani Martín,Nacho Sánchez
Alicia Sánchez,Álvaro Cervantes
Natalia de Molina,Vicenta N'Dongo
Alexandra Jiménez,Gracia Olayo
Kandido Uranga,Mikel Losada
Ana Fernández,Ramón Barea
Carlos Cuevas,Nico Romero
Marta Larralde,Álvaro Ogalla
Lander Otaola,Maggie Civantos
Emilio Gavira,Marc Rodríguez
Carlos Blanco,Manuel Lourenzo
Font García,Luis Callejo
Blanca Suárez,Patricia Arbúes
Amparo Moreno,Francesc Orella
Tomás Pozzi,Valeria Alonso
Dolores Heredia,Ximena Romo
Adrián Lastra,Ángela Molina
Antonio Velázquez,Maggie Civantos
Franka Potente,Penelope Mitchell
Luisa Mayol,Xan Cejudo
Bernard Hill,Bronwen Mantel
Luis Tosar,Rebeca Montero
Chacha Huang,Liz Lobato
Abdel Aziz El Mountassir,Raquel Camón
Angel Alkain,Benn Northover
Adelfa Calvo,Marta Milans
Claudia Riera,Àgata Roca
Alexander Holtmann,Elvira Mínguez
Carlos Cuevas,Ester Expósito
Ingrid García Jonsson,Mónica López
Iván Pellicer,Liz Lobato
David Solans,Pep Jové
Kelly Lua,Roberto Leal
Enrique Arce,Pedro Alonso
Adrián Salzedo,Martina Stoessel
Arantza Ruiz,Iván Pellicer
Berto Romero,Eduardo Gómez
Bárbara Lennie,Sara Sálamo
Diego Ramos,Georgina Amorós
Pedro Casablanc,Rafael Spregelburd
Esperanza Elipe,Montse Pla
Felipe García Vélez,Maggie Civantos
Aitana Sánchez-Gijón,Andrea Duro
Daniel Lundh,Natalia Rodríguez
Ignacio Mateos,Lorena Iglesias
Cecilia Caballero Jeske,Martín Reyes
Eduard Fernández,Sara Sálamo
Ana Torrent,Sandra Escacena
Humberto Zurita,Salvador Zerboni
Angie Cepeda,Giulia Michelini
Lucía Álvarez,Paloma Saavedra
Ingrid García Jonsson,Karra Elejalde
Emily Blunt,James Arnold Taylor
Patrick Warburton,Wallace Shawn
Adriana Paz,Rafael Téllez
Nerea Barros,Ricardo de Barreiro
Malcolm Treviño-Sitté,Ricardo Nkosi
Belén Chavanne,Gustavo Garzón
Julian Sands,Luis Rosales
Ana Fernández,Lucas Blas
Giulia Charm,Mercedes Castro
Carlos Hipólito,Xavier Estévez
Aitana Sánchez-Gijón,José Burgos
Ana Rujas,Rossy de Palma
Hugo Silva,Ramón Langa
Cassandra Ciangherotti,Daniel Currás
Daniel Currás,José Coronado
Alberto Jo Lee,Óscar Jaenada
Guillermo Furiase,Karra Elejalde
Léa Seydoux,Salim Kechiouche
Jimmy Núñez,Sara Sanz
Léa Seydoux,Mona Walravens
Daniel Ibáñez,Nicolás Illoro
Maxi Iglesias,Paula Malia
Isabella Rossellini,Tim Post
César Cambeiro,Inma Cuesta
Joshua Zamrycki,Molly Malcolm
Berto Romero,Emilio Gutiérrez Caba
"Carlos Librado ""Nene""",Pedro Casablanc
Debi Derryberry,Megan Cavanagh
Alexandra Jiménez,Clara Lago
Ernesto Sevilla,Hugo Silva
Katherine Kelly,Mark Stanley
Nausicaa Bonnín,Verónica Echegui
Juan Diego,Tito Valverde
Joaquín Reyes,Juan Carlos Aduviri
Laura Baena,María Salgueiro
Amaia Salamanca,José Sacristán
Belén Rueda,Clara Segura
Silvia Alonso,Verónica Sánchez
Andrés Gertrúdix,Nacho Fresneda
Penélope Guerrero,Yany Prado
Jordi Martínez,Marta Marco
José Coronado,Xabier Deive
Harlys Becerra,Inma Cuevas
David Seijo,Juanjo Artero
Carles Arquimbau,Verónica Forqué
Claude Musungayi,Raúl Arévalo
Olivier Bony,Raúl Arévalo
Bárbara Lennie,Inma Cuesta
Ricardo de Barreiro,Toni Salgado
Quim Gutiérrez,Sílvia Abril
Brontis Jodorowsky,Elvira Mínguez
Jaime Lorente,Miguel Bernardeau
Anabela Teixeira,Antonio Resines
Joshua Zamrycki,Noah Levin
Jennifer Lim,Lewis MacDougall
Oriol Pla,Terele Pávez
Eve Ponsonby,Nicholas Hoult
Eduard Fernández,Inma Cuesta
Iñigo Aranburu,Lola Cordón
Aitana Sánchez-Gijón,Craig Stevenson
María Guinea,Paula Pier
José Troncoso,Pedro Casablanc
Luis Tosar,Pepe Ocio
Mercedes Sampietro,Pedro Mari Sánchez
Adriana Ugarte,Albert Pérez
Carlos Hipólito,Édgar Vittorino
Dolores Fonzi,Laia Costa
Mercedes Sampietro,Odiseo Bichir
Lisi Linder,Marcial Álvarez
Bárbara Lennie,Tino Martinez
Júlia Creus,Rubén de Eguia
Miquel Fernández,Moustapha Oumarou
Amparo Moreno,Luisa Merelas
Guillermo Furiase,Macarena García
Benoît Pilot,Jérémie Laheurte
Adrian Grösser,Júlia Creus
Andrés Parra,Belén Rueda
Gustavo Salmerón,Natalia Tena
Sergio Peris-Mencheta,Óscar Jaenada
Jordi Martínez,Oriol Pla
Maite Sandoval,María José Sarrate
Alex Norton,Rob Brydon
Cayetana Cabezas,Marco Cáceres
Gustavo Salmerón,María Pedraza
Luis Tosar,Pau Cólera
Carlos Hipólito,Pilar Castro
Diana Gómez,Teresa Riott
Ilay Kurelovic,Óscar Ladoire
Christian Mulas,Sira Alonso de Alarcón
Hemky Madera,Veronica Falcón
Patrícia Bargalló,Rubén de Eguia
Elena Anaya,Miquel Fernández
Belén Cuesta,Carmen Machi
Javier Rey,Sergio Dorado
Begoña Vargas,Jon Kortajarena
Chino Darín,Nora Navas
Pedro Alonso,Pep Anton Muñoz
Dani El Rojo,Sílvia Abril
Christa Campbell,Tim McInnerny
Ester Expósito,Manuel Morón
Daniel Holguín,Jorge Usón
Luisa Gavasa,Marcel Borràs
Alejandro Calva,Frances Barber
Bernard Hill,John Carroll Lynch
José Coronado,Pol Monen
Miki Esparbé,Úrsula Corberó
Ben Temple,Eduardo Blanco
Verónica Forqué,Victoria Abril
Claude Musungayi,Dairon Tallon
Patrick Criado,Xavier Estévez
Luis Tosar,Manolo Solo
Najwa Nimri,Vicenta N'Dongo
Daniel Ortiz,Ramiro Blas
Alfred Molina,Chiwetel Ejiofor
Jonathan Pryce,Jorge García
Bella Thorne,Ezequiel Cipols
Laura Baena,Verónika Moral
Natalia Millan,Ramón Langa
Berta Castañé,Manel Barceló
Daniel Holguín,Joaquín Climent
Eve Ponsonby,Peter Serafinowicz
Alba Flores,Roberto Enríquez
Leander Vyvey,Pol Monen
Christian Tappán,Juan Carlos Solarte
Bárbara Lennie,Paco Tous
Chris Warner,Jim Beaver
Lander Otaola,Mercedes Sampietro
Jesús Castro,Jorge Usón
Bárbara Santa-Cruz,Maica Barroso
Javier Cámara,Úrsula Corberó
Carlos Cuevas,Pilar Castro
Jamie Bamber,Kellan Lutz
Verónica Forqué,Ángela Molina
Álvaro Morte,Úrsula Corberó
Nao Albet,Teo García
María Mera,Nerea Barros
Clare-Hope Ashitey,Rochenda Sandall
Elvira Mínguez,Marta Etura
Ana Villagrasa,María Guinea
Carmen Santamaría,Miguel Ángel Silvestre
Ricardo de Barreiro,Santiago Cuquejo
Ester Expósito,Itzan Escamilla
Leonardo Sbaraglia,Penélope Cruz
Luis Callejo,Patrick Criado
Adolfo Fernández,Luis Tosar
Manuel Lourenzo,Sara Casasnovas
Alfonso Agra,Fede Pérez
Javier Cámara,Roberto Álamo
Ester Expósito,Pilar Castro
Julián López,Maribel Verdú
Marta Milans,Vito Sanz
Luisa Rubino,Mercedes Sampietro
Bella Thorne,Chazz Palminteri
Marta Milans,Tom Rhys Harries
Joaquín Cardiel,Pedro Andreu
Jorge Cabrera,Kandido Uranga
James Arnold Taylor,Sylvester Stallone
Mercedes Sampietro,Miquel García Borda
Biel Montoro,Jorge Cabrera
Clara Lago,Álex García
Miguel Ángel Solá,Pepe Ocio
Florin Opritescu,Nick Devlin
Benn Northover,Pedro Casablanc
Alexandra Jiménez,Álex García
Emilio Buale,Jimmy Castro
Lawrence Gilliard Jr.,Robert Long
Jason Wishnowski,Tammy Gillis
Chazz Palminteri,Ralf Little
Eduard Buch,Macarena Gómez
Katherine Kelly,Lee Ingleby
Rodrigo de la Serna,Txell Aixendri
Ana Wagener,Zayidiyya Dissou
Elisabet Casanovas,Marcos Franz
Isabel Naveira,Manuel Lourenzo
Adam Nourou,Miquel Fernández
Miquel Insua,Nerea Barros
Blanca Suárez,Sergio Mur
Javier Abad,José Coronado
Florin Opritescu,Luis Tosar
Odiseo Bichir,Paz Vega
Marta Larralde,Vicky Peña
Denis Gómez,María Mera
Camila Bossa,María Guinea
Elisa Matilla,María Pedraza
Asia Ortega Leiva,Júlia Gibert
Francesc Orella,Patrícia Bargalló
Carmen Machi,Clara Lago
Fernando Guallar,Álex García
Ilay Kurelovic,Verónica Forqué
Gary Lineker,Lionel Messi
Cecilia Freire,Peter Vives
Imanol Arias,Itziar Aizpuru
Carmen Ruiz,Miki Esparbé
José Juan Vaquero,Moi Camacho
Alfonso Torregrosa,Jesús Ruyman
Blanca Portillo,Nausicaa Bonnín
Inma Cuesta,Isabel Requena
Ezequiel Cipols,Rob Brydon
Halle Berry,John Carroll Lynch
Berta Vázquez,Marta Aledo
Greta Fernández,Lluís Homar
Jorge Perugorría,Luis Alberto García
Belén Cuesta,Rossy de Palma
Melina Matthews,Paz Vega
Guillermo Pfening,Raúl Jiménez
Nacho Fresneda,Rodolfo Sancho
Patrick Criado,Pilar Castro
Assun Planas,Marta Marco
Felicity Jones,Sigourney Weaver
Cecilia Freire,Paula Echevarría
Brontis Jodorowsky,Julian Sands
Anna Ycobalzeta,Francesc Orella
Kevin Grevioux,Sylvester Stallone
Ivan Massagué,Nonna Cardoner
Jorge Usón,Pablo Béjar
Andrea Ros,Javier Beltrán
Rossy de Palma,Teresa Rabal
Jesús Mosquera,José de la Torre
Aina Clotet,Oscar Martínez
Iván Morales,Llorenç González
Elena Irureta,Pepe Ocio
Marta Domingo,Pau Durà
Joan Cusack,Rashida Jones
Iñaki Ardanaz,Óscar Zafra
Mercedes Castro,Paula Pier
Macarena García,María Isabel Díaz
David Venancio Muro,Lucía Díez
Corey Johnson,Taylor Schilling
Carlos Cuevas,David Solans
Javier Gutiérrez,Julio Bohigas-Couto
Javier Cifrián,Patxi Santamaría
Goyo Jiménez,Moi Camacho
Alex Brendemühl,Manolo Solo
Imanol Arias,Paco Tous
Aura Garrido,Ramón Barea
Cecilia Suárez,Javier Pereira
Ilay Kurelovic,José Luis Marín
Marcel Borràs,Roger Casamajor
Claudia Canal,Mario Casas
Blanca Suárez,Martiño Rivas
Carlos Hipólito,Xabier Deive
Hovik Keuchkerian,Jordi Vilches
Daniel Currás,Leonor Watling
Alain Hernández,Emma Suárez
Andrew Lua,Bernat Quintana
Miguel Herrán,Paco Tous
Sergi López,Àlex Monner
Mima Riera,Álvaro Morte
Dairon Tallon,Melina Matthews
Cristóbal Suárez,Verónica Sánchez
Assun Planas,Victòria Pagès
Aitana Sánchez-Gijón,Asier Etxeandía
Bárbara Goenaga,Silvia Alonso
Carolina Yuste,Hugo Silva
Claudia Riera,Juli Fàbregas
Candela Antón,Pep Jové
Carolina Penadés,Cecilia Caballero Jeske
Cristóbal Suárez,Nuria Herrero
Macarena Gómez,Secun de la Rosa
Begoña Vargas,Laura Prats
Macarena García,Mario Casas
Carlos Hipólito,Mercedes Castro
Adrià Salazar,Macarena Gómez
Nicolás Furtado,Rafael Spregelburd
Daniel Hendler,Ángela Molina
Pablo Derqui,Paula Malia
Abril Zamora,María Tasende
Carlos Cuevas,Cecilia Suárez
Bárbara Lennie,Juan Calot
Jaime Lorente,Álvaro Morte
Israel Elejalde,Iván Marcos
Claudia Placer,Emma Suárez
Enric Benavent,Marta Etura
Andrea Frigerio,Belén Chavanne
Belén Cuesta,Richard Collins-Moore
Adelfa Calvo,Raudel Raúl Martiato
Iñaki Mur,Júlia Creus
Arón Piper,Mela Casal
Alba Ribas,Alexandra Jiménez
Luís Zahera,Xavier Estévez
Bárbara Santa-Cruz,Luis Callejo
Kiti Mánver,María Pedraza
Charo López,Elena Anaya
Alejandro Paker,Santiago Korovsky
Alicia Sánchez,Ana Wagener
Dani Rovira,Julián López
Ivan Massagué,Melani Olivares
Catherine Salée,Salim Kechiouche
Olimpia Melinte,Roberto Bonacini
Abdel Aziz El Mountassir,Adeline Flaun
Bernabé Fernández,Ivan Massagué
Antonio Durán 'Morris',Eduardo Blanco
Catherine Salée,Mona Walravens
Candela Peña,Pol Monen
Xavier Estévez,Xosé Antonio Touriñán
Francesc Orella,Manuel Lourenzo
Alejandro Vera,Txell Aixendri
Assun Planas,Marta Domingo
Manuela Vellés,Natalia Millán
Luis Tosar,Álvaro Cervantes
Adrián Lastra,Jordi Vilches
Jana Pérez,Juan Pablo Shuk
Boris Ruiz,Àngels Bassas
Alistair McGowan,Bobby Moynihan
Alejandro Castiglioni,Carolina Penadés
Assun Planas,Pau Poch
Carlos Manuel Díaz,Inma Cuesta
Nerea Barros,Santiago Cuquejo
Manuel Cortés,Nerea Barros
Dan Patrick,Rupert Grint
Ricardo Gómez,Unax Ugalde
Etienne Bobenrieth,Pablo Cerda
Manolo Solo,María Pujalte
Pepe Rapazote,Ramón Barea
Mark Stanley,Youssef Kerkour
María Soldi,Raúl Arévalo
Javier Gutiérrez,Patrick Criado
José Pedro Bujaruz,Verónica Perrotta
Guillermo Furiase,Tito Valverde
Fenda Drame,Mulie Jarju
Juan Blanco,Yaima Ramos
Hopper Penn,Lydia Hearst
Paz Vega,Secun de la Rosa
Luisa Gavasa,Najwa Nimri
Celso Bugallo,Gustavo Salmerón
Dougray Scott,Jassa Ahluwalia
Daniel Ortiz,Laura Baena
Chelo Falcón,Roberto Enríquez
Alberto Velasco,Roberto Enríquez
Carla Campra,Ramón Barea
César Mateo,Óscar Zafra
Luis Callejo,Santiago Segura
Chelo Falcón,María Costas
Mercedes Sampietro,Paula Malia
Ian McKellen,John Krasinski
Francesc Orella,Mar del Hoyo
Lucía Álvarez,María Mera
Antonio Reyes,Llorenç González
Andrea Ros,Joel Bramona
María Isabel Díaz,Najwa Nimri
Roque Ruíz,Susana Dans
Eneko Sagardoy,Josean Bengoetxea
Cristina Castaño,María Pedraza
Luisa Gavasa,Roger Casamajor
Belén Écija,Laura Quirós
Greta Fernández,Sílvia Bel
Adèle Exarchopoulos,Anne Loiret
Carla Tous,Nerea Barros
Adeline Flaun,Yolanda Sey
Iván Pellicer,Julio Bracho
Arantza Ruiz,Roberto Álamo
Colin McFarlane,Nene
Marta Torné,Paz Vega
Craig Stevenson,Matthew Romero
Luis Larrodera,Vito Sanz
Javier Rey,Leonardo Sbaraglia
Gary Oldman,Seann William Scott
Andrea Martin,Megan Cavanagh
Alejandro Awada,Secun de la Rosa
Marcel Borràs,Nuria Prims
Geraldine Chaplin,Tom Holland
Emma Suárez,Jorge Bosch
Eduardo Blanco,Natalia Rodríguez
Antonio de la Torre,Silvia Pérez Cruz
Luís Zahera,Édgar Vittorino
Carlos Hipólito,Javier Abad
Anna Moliner,Nausicaa Bonnín
Birgitte Hjort Sørensen,Dylan McDermott
Francesc Orella,Iñaki Mur
Antonio Velázquez,Borja Luna
Hugo Silva,Raphael
Patrick Criado,Xabier Deive
Olivia Delcán,Álvaro Cervantes
Asier Etxeandia,Enric Auquer
Adriana Ugarte,Miquel Fernández
Giselle Calderón,Juanjo Artero
Belén Rueda,Julio Bohigas-Couto
Abril Zamora,Roberto Enríquez
Hugo Silva,Macarena García
Font García,Pilar Gómez
Ana Rujas,Carolina Lapausa
Abril Zamora,María Costas
Concha Galán,Marta Torné
Adriana Paz,Carolina Lapausa
Fernando Solórzano,Verónica Velásquez
Hugo Balaguer,María Zamora
Carlos Santos,Leónidas Chiri
Antonio Velázquez,Yon González
Carles Arquimbau,Nerea Barros
Eli Iranzo,Miquel García Borda
Liam Neeson,Oliver Steer
María Isabel Díaz,Víctor Elías
Alain Hernández,Toni Gomila
Igal Naor,Jason Isaacs
Albert Mora,Toni Gomila
María Pedraza,Raudel Raúl Martiato
Miquel Fernández,Álvaro Morte
Celso Bugallo,Nacho Fresneda
Gorka Aguinagalde,Josean Bengoetxea
Enric Benavent,Israel Elejalde
Diego Boneta,Tom Wilkinson
Gabriel Mann,Kevin Spacey
Ester Expósito,Pol Monen
Alejandro Castiglioni,Tomás Wahrmann
Antonio de la Torre,Mirella Pascual
Goize Blanco,Joaquín Climent
Fenda Drame,Teresita Evuy
Jaime Lorente,Pedro Alonso
Pedro Mari Sánchez,Roberto Álamo
Luís Zahera,Àlex Monner
Anna Castillo,Secun de la Rosa
Georgina Amorós,Mercedes Lambre
Babou Cham,Candela Peña
Iván Morales,Raquel Sierra
Carlos Hipólito,Luis Tosar
Karra Elejalde,Miquel Gelabert
Andrea Ros,Berta Garcia
Bernabé Fernández,Luis Callejo
Itsaso Arana,Kandido Uranga
Enric Benavent,Tomás del Estal
José Sacristán,Younes Bachir
Chiqui Fernández,Jon Kortajarena
Brooklyn Beckham,Taran Killam
Rob Brydon,Taran Killam
Javier Rey,Miguel Ángel Silvestre
Ana Santos,Tamar Novas
Luis Bermejo,Maite Sandoval
Isak Ferriz,Karra Elejalde
Greta Fernández,Gustavo Salmerón
Hugo Silva,Luis Jaspe
Roberto Leal,Sara Casasnovas
Eduardo Rosa,Itziar Aizpuru
Amy Landecker,Verónica Echegui
Luis Brandoni,Santiago Korovsky
Eugenio Derbez,Ezequiel Cipols
Isaac Hernández,Manuel Morón
José Coronado,Tomás del Estal
Itziar Lazkano,Jesús Ruyman
Andrea Frigerio,Manuel Vicente
Belén Cuesta,Rosa María Sardà
Belén López,Daniel Mays
Marcial Álvarez,Óscar Zafra
Colin McFarlane,Miquel Fernández
Dairon Tallon,Emilio Buale
Blanca Suárez,Maxi Iglesias
Eduard Buch,Richard van Weyden
Anabela Teixeira,Kandido Uranga
Lidia Nené,Olivier Bony
Giulia Charm,Miguel Borines
Miquel García Borda,Pablo Derqui
Farah Hamed,Óscar Zafra
María Tasende,Susana Dans
